seri,model,titles,year,km,color,prices,date,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location""",Il,Ilce,id,km_median,km / median
Panamera,Panamera 4 Platinum Edition,EDITION 2022 PANAMERA 4/MASAJ/AKS/­SOĞUTMA/SPOR EGSOZ,2022,6001,Siyah,12100000,02/04/2023,,İstanbul,Bakırköy,40,1001.0,5.995004995004995
Panamera,Panamera Diesel,2012 polş Panemera platinum editlon ful paket,2012,1710,Beyaz,3650000,02/04/2023,,İzmir,Buca,41,1970.0,0.868020304568528
Panamera,Panamera Diesel,2014 PANAMERA DİESEL BAYİ-CHRONO-CARBON-4­ISITMA-300HP-20JANT,2014,1400,Siyah,4050000,02/04/2023,,Manisa,Salihli,56,1420.0,0.9859154929577465
Panamera,Panamera 4S,BT MOTORS 2011 PANAMERA 4S CRONO AIRMATIC SOĞUTMA VERGİ BARIŞLI,2011,1250,Beyaz,2590000,02/04/2023,,İstanbul,Esenyurt,40,1680.0,0.7440476190476191
911,Turbo S,GENÇLER PLAZA-2018-911 -TURBOS-BAYİ-9 .800KM-GARANTİ DVM-BURMESTER,2018,98,Gri,15850000,02/04/2023,,Ankara,Çankaya,7,490.0,0.2
Panamera,Panamera Diesel,2015 HATASIZ PORSCHE PANAMERA BAYİ ÇIKIŞLI DİESEL 300HP TAMDOLU,2015,1405,Beyaz,4290000,02/04/2023,,İzmir,Gaziemir,41,1280.0,1.09765625
911,Carrera 4 GTS,MARS CAR DAN 2022 CARRERA 4 GTS CABRIO-LFT-CAR­BN-SĞTM-SPREGZ %18,2022,0,Siyah,15950000,02/04/2023,,İstanbul,Kadıköy,40,1001.0,0.0
Taycan,4S Performance Plus,"Türkiye'deki en ucuz, en düşük km Doğuş çıkışlı Sahibinden",2021,1001,Siyah,6295000,02/04/2023,,İstanbul,Kadıköy,40,180.0,5.561111111111111
Taycan,4S,Hatasız 2021 bayi,2021,350,Beyaz,6100000,02/04/2023,,İstanbul,Arnavutköy,40,180.0,1.9444444444444444
Taycan,Turbo S,TEBEŞİR TURBO S EXTRALI HEAD+BURMS.+AKS+OTON­+SERAMİK+SOĞT.+360++,2021,61,Gri,10450000,02/04/2023,,İstanbul,Üsküdar,40,180.0,0.3388888888888889
Panamera,Panamera Diesel,Sahibinden Bakımları Yeni Yapılmış Makyajlı Kasa Panemare,2013,1835,Beyaz,3720000,02/04/2023,,Antalya,Muratpaşa,8,1685.0,1.089020771513353
Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI,2012,1840,Beyaz,2965000,02/04/2023,,İstanbul,Beykoz,40,1970.0,0.934010152284264
718,Cayman,''ERN MOTORS''PORSCHE CAYMAN 2.0 PDK DOĞUŞ ÇIKIŞLI VE BAKIMLI,2020,180,Gri,5150000,02/04/2023,,İstanbul,Esenyurt,40,260.0,0.6923076923076923
718,Cayman,EMA MOTORS''2017 BAYİ 718 CAYMAN CHRONO SPOR EGZOZ HATASIZ PDK,2017,390,Gri,4119900,02/04/2023,,İstanbul,Silivri,40,850.0,0.4588235294117647
Panamera,Panamera Diesel,2012 PORSHE PANAMERA DİESEL HATASIZ BOYASIZ TAM ÖTV,2012,3100,Beyaz,2600000,02/04/2023,,Ankara,Keçiören,7,1970.0,1.5736040609137056
Panamera,Panamera 4 E-Hybrid,L&S MOTORS-2022 PORSCHE PANAMERA 4 E-HYBRİD HEAD UP+ARKA AKS HZR,2022,6001,Siyah,13190000,02/04/2023,,İstanbul,Beşiktaş,40,1001.0,5.995004995004995
Panamera,Panamera 4S E-Hybrid,L&S MOTORS-2022 PORSCHE PANAMERA 4S E-HYBRİD ARKA AKS+HEAD UP,2022,6001,Siyah,15090000,02/04/2023,,İstanbul,Beşiktaş,40,1001.0,5.995004995004995
Panamera,Panamera Diesel,2015 MODEL 165BİN KM ISITMA SOĞUTMA PUSULA İÇİ KIRMIZI BAYİ,2015,1670,Beyaz,3400000,02/04/2023,,İstanbul,Bağcılar,40,1280.0,1.3046875
Panamera,Panamera Diesel,BAYİİ 2013/7. AY ÇIKIŞLI 70 BİN KM'DE 4 BÖLGE KLİMA+BOSE,2012,700,Siyah,3415000,02/04/2023,,İzmir,Kemalpaşa,41,1970.0,0.3553299492385787
Panamera,Panamera Turbo,BAYİ ÇIKIŞ PANAMERA TURBO V8 500 HP TECHART+SERAM İK+AIR+CHRONO,2010,660,Gri,4177900,02/04/2023,,İstanbul,Esenyurt,40,1420.0,0.4647887323943662
Panamera,Panamera Diesel,VİP OTO'DAN 2012 MODEL PORSCHE PANAMERA DİZEL BAYİ ÇIKIŞLI,2012,2580,Beyaz,2820000,02/04/2023,,Ankara,Akyurt,7,1970.0,1.3096446700507614
911,Turbo,SS MOTORS 2008 911 TURBO-600 HP-FACELIFT-CHR­ONO-BOSE-HAFIZA,2008,94472,Siyah,4075000,02/04/2023,,İstanbul,Şişli,40,1350.0,69.97925925925927
911,GT3 RS,SS MOTORS BAYİ 2018 PORSCHE 911 GT3 RS-SERAMİK-CAR­BON-LIFT-BOSE,2018,10265,Siyah,24500000,02/04/2023,,İstanbul,Şişli,40,490.0,20.948979591836736
Panamera,Panamera 4 E-Hybrid,ICARUS MOTORS PORSHE PANAMERA 4E HYBRID/ MASAJ/SPORT DESIGN,2021,61,Siyah,11550000,02/04/2023,,İstanbul,Avcılar,40,180.0,0.3388888888888889
Taycan,Turbo S,mindusMOTORS TAYCAN TURBO S 760 HP KARBON SPORT DESİGN SERAMİK,2021,165,Kırmızı,8990000,02/04/2023,,İstanbul,Esenyurt,40,180.0,0.9166666666666666
Taycan,4 Cross Turismo,CİO MOTORS TAYCAN 4 CROSS 476 HP AİR- CHRONO-SOUND-ISI POM-21JNT,2022,675,Beyaz,6500000,02/04/2023,,İzmir,Bornova,41,1001.0,0.6743256743256744
Panamera,Panamera Diesel,ÖZEL PLAKA VE SAHİBİNDEN,2012,2700,Siyah,3050000,02/04/2023,,Ankara,Etimesgut,7,1970.0,1.3705583756345177
Panamera,Panamera Diesel,"ARS MOTORS PORSCHE PANAMERA,SOĞUTMA,A İR,NAVİ,BOSE,FULL",2012,2400,Beyaz,2475000,02/04/2023,,Bursa,Nilüfer,21,1970.0,1.218274111675127
Panamera,Panamera Diesel,2012 MODEL HATASIZ BAYİ PANAMERA 3.0 DİZEL İÇİ BEJ,2012,2300,Beyaz,2620000,02/04/2023,,Ankara,Altındağ,7,1970.0,1.16751269035533
Taycan,4S Performance Plus,Yaşarlar Galeri Farkıyla..TAYCAN SPORT DESİNG 21 JANT İÇ KIRMIZI,2020,190,Beyaz,7000000,02/04/2023,,Konya,Karatay,53,260.0,0.7307692307692307
Panamera,Panamera 4,PORSCHE PANAMERA 4 BAYİİ BOSE-ISITMA HATASIZ BOYASIZ FULL+PAKET,2012,1750,Siyah,3050000,02/04/2023,,Yalova,Merkez,79,1970.0,0.8883248730964467
Taycan,Turbo S,YETKİLİ BAYİDEN PORSCHE TAYCAN,2020,110,Beyaz,6600000,01/04/2023,,İzmir,Bornova,41,260.0,0.4230769230769231
Panamera,Panamera Diesel,2015 BAYİ PORSCHE PANAMERA DIESEL 44.500 KM+NAVİ+BOS­E+SOĞUTMA+,2015,445,Beyaz,6650000,01/04/2023,,İzmir,Gaziemir,41,1280.0,0.34765625
Panamera,Panamera Diesel,KSB OTOMOTİV- DOĞUŞ ÇIKIŞLI HATASIZ 2014 PORSCHE PANAMERA DİESEL,2014,1630,Kahverengi,4070000,01/04/2023,,Sakarya,Serdivan,66,1420.0,1.147887323943662
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ BAYİİ ÇIKIŞLI,2012,2680,Gri,2640000,01/04/2023,,Ankara,Çankaya,7,1970.0,1.3604060913705585
Panamera,Panamera Diesel,BOSE-CARBON-4KOLTUK ISITMA-SOĞU­TMA-EĞLENCE PAKETİ-MAKAM-,2012,2230,Beyaz,2899000,01/04/2023,,Batman,Merkez,14,1970.0,1.131979695431472
Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014,2050,Beyaz,3795000,01/04/2023,,Denizli,Pamukkale,25,1420.0,1.443661971830986
Panamera,Panamera 4,//EMİN OTO DAN \\ PORŞ PANEMERA GTS TAM DOLU BAYİ,2011,2500,Beyaz,2550000,01/04/2023,,Bingöl,Merkez,17,1680.0,1.4880952380952381
Cayman,Cayman,KAYZEN'DEN PORSCHE CAYMAN BAYİ ORİJİNAL 68 KM SİYAH-BEJ FULL...,2013,680,Siyah,2290000,01/04/2023,,İstanbul,Bağcılar,40,1685.0,0.4035608308605341
Panamera,Panamera Diesel,!!2012 PORSCHE PANAMERA 3.0d/BAYİ/PLATINIUM EDİTION!!,2012,2780,Beyaz,2980000,01/04/2023,,Sakarya,Erenler,66,1970.0,1.4111675126903553
Panamera,Panamera Diesel,MAKYAJLI TAM DOLU VERGİ BARIŞLI HATASIZ BOYASIZ İÇİ BEJ,2014,1550,Beyaz,4250000,01/04/2023,,İzmir,Bayraklı,41,1420.0,1.091549295774648
Panamera,Panamera 4 E-Hybrid,ÇELİKLER LUXURY CARS,2021,20218,Füme,11500000,01/04/2023,,Antalya,Muratpaşa,8,180.0,112.32222222222222
Boxster,Boxster,2014 PORSCHE ORJİNAL SARI BOXSTER 51.000 KM HATASIZ,2014,510,Sarı,3350000,01/04/2023,,İzmir,Karşıyaka,41,1420.0,0.3591549295774648
Taycan,Turbo S,TARGET MOTORS 2020 PORSCHE TAYCAN TURBOS BURMESTER+KA­RBONSERAMİK,2020,6001,Beyaz,7250000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,23.08076923076923
Panamera,Panamera Diesel,TARGET MOTORS 2014 PORSCHE PANAMERA 3.0 D TİPTRONİC HATASIZ,2014,1600,Siyah,4250000,01/04/2023,,İstanbul,Beşiktaş,40,1420.0,1.1267605633802817
Taycan,4S Performance Plus,TARGET MOTORS 2020 PORSCHE TAYCAN 4S PP AKS+BOSE+SĞT­M+HFZ+HEADUP,2020,6335,Beyaz,5100000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,24.365384615384617
Panamera,Panamera Diesel,FAME MOTORS --- 2012 PORSCHE PANAMERA SOĞUTMA - PUSULA*,2012,1400,Beyaz,3000000,01/04/2023,,İstanbul,Ataşehir,40,1970.0,0.7106598984771574
Taycan,4S Performance Plus,EFH MOTORS TAN BAYİ 2021 4S PERFORMANCE PLUS %18 FATURA,2021,6161,Siyah,8500000,01/04/2023,,İstanbul,Ataşehir,40,180.0,34.227777777777774
Panamera,Panamera Diesel,AZAD MOTORS 2012 192 BİN KM'DE PLATİNUM EDİTİON 3.0 D TAM DOLU,2012,1920,Siyah,3049000,01/04/2023,,İstanbul,Sultanbeyli,40,1970.0,0.9746192893401016
Panamera,Panamera Diesel,HRN MOTORS'DAN 2014 ÇIKIŞLI BAYİ PANAMERA 300 HP TAM DOLU HTSZ,2013,1380,Siyah,4050000,01/04/2023,,Elazığ,Merkez,29,1685.0,0.8189910979228486
Panamera,Panamera Diesel,Rocco Motors 2014 PANAMERA DİESEL BAYİİ 300 HP 162.000 KM,2014,1620,Siyah,3850000,01/04/2023,,Ankara,Akyurt,7,1420.0,1.1408450704225352
Panamera,Panamera Diesel,3.0 PANAMERA,2012,2500,Beyaz,3150000,01/04/2023,,İstanbul,Bakırköy,40,1970.0,1.2690355329949239
Taycan,4S Performance Plus,TAYCAN 4S PERFORMANCE PLUS-HATASIZ-FU­LL+FULL-KAPALI GARAJ ARACI,2020,161,Siyah,5399000,01/04/2023,,İstanbul,Bakırköy,40,260.0,0.6192307692307693
Taycan,Taycan,TARGET MOTORS 2021 PORSCHE TAYCAN YOLCU EKRANI KLTK SOĞUTMA,2021,6001,Siyah,4850000,01/04/2023,,İstanbul,Beşiktaş,40,180.0,33.33888888888889
Taycan,Turbo S,L&S MOTORS-2020 PORSCHE TAYCAN TURBO S ARKA AKS+YOLCU EKRAN HAZR,2020,330,Siyah,6390000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,1.2692307692307692
Panamera,Panamera Diesel,Tüm ağır bakımları yapıldı sorunsuz araç,2012,3250,Beyaz,3100000,01/04/2023,,İstanbul,Başakşehir,40,1970.0,1.649746192893401
911,Carrera S,2012 911 CARRERA S-CHORONO-PDK-BOS­E-SUNROOF-BOYASIZ HATASIZ,2012,1440,Beyaz,5650000,01/04/2023,,İstanbul,Beykoz,40,1970.0,0.7309644670050761
Panamera,Panamera Diesel,BOZ - CAR 2012 PORSCHE PANAMERA/BOSE/A İRMATİC/PUSULA,2012,2690,Siyah,2690000,01/04/2023,,Kocaeli,Körfez,52,1970.0,1.365482233502538
Taycan,4S Performance Plus,LABARNA 2020 TAYCAN DOĞUŞ BAYİİ HATASIZ TAM DOLU BOSE SPORT CHOR,2020,250,Siyah,5750000,01/04/2023,,Ankara,Çankaya,7,260.0,0.9615384615384616
Taycan,Turbo,İMPERİAL MOTORS BAYİ PORSCHE TAYCAN TURBO YOLCU EKRAN BOSE CHRON,2021,550,Gri,5950000,01/04/2023,,Ankara,Çankaya,7,180.0,3.0555555555555554
Taycan,4S Performance Plus,İMPERİAL MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS HATASIZ,2020,250,Siyah,5150000,01/04/2023,,Ankara,Çankaya,7,260.0,0.9615384615384616
Taycan,4S Performance Plus,PORSCHE TAYCAN BAYİ-YOLCU EKRAN-CHRONO-NA­Vİ-SOĞUTMA-CAM TAVAN,2021,95,Siyah,5425000,01/04/2023,,Ankara,Yenimahalle,7,180.0,0.5277777777777778
Panamera,Panamera Diesel,DOĞUŞ BAYİ ÇIKIŞLI,2014,1550,Beyaz,4300000,01/04/2023,,İstanbul,Ümraniye,40,1420.0,1.091549295774648
Boxster,Boxster,ER-CAR OTOMOTİV 2001 PORSCHE BOXSTER 2.7 OTOMATİK F1 SANZUMAN,2001,1860,Siyah,999000,01/04/2023,,İstanbul,Bağcılar,40,1300.0,1.4307692307692308
Taycan,4 Cross Turismo,ALKAN AŞ 2022 BAYİ TAYCAN 4 CROSS TURISMO-SOĞ­UTMA-YOLCU EKRANI,2022,124,Lacivert,6800000,01/04/2023,,Ankara,Gölbaşı,7,1001.0,0.12387612387612387
911,Carrera 4S,İNTER AUTO 2013 PORSCHE 911 CARRERA 4S CHRONO,2013,490,Beyaz,7250000,01/04/2023,,Adıyaman,Merkez,2,1685.0,0.29080118694362017
Panamera,Panamera 4 Platinum Edition,MOTTO AUTOMOTIVE Panamera 4 Platinum Edition Marsala-Gece Görüş,2022,0,Siyah,11150000,01/04/2023,,İstanbul,Bakırköy,40,1001.0,0.0
Panamera,Panamera 4S,ASİL MOTORS 2013 PORSCHE PANAMERA 4SLONG EXCUTVE ÖZEL ÜRETM BAYİ,2013,1680,Siyah,5450000,01/04/2023,,İstanbul,Esenyurt,40,1685.0,0.9970326409495549
Taycan,4S,SAN OTOMOTİV 2020 PORSCHE TAYCAN 4S PERFORMANCE HATASIZ,2020,100,Siyah,4950000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,0.38461538461538464
911,Carrera S,L&S MOTORS-BAYİ 2012 PORSCHE 911 CARRERA S SOĞUTMA+SPOR EGSOZ,2012,990,Yeşil,6500000,01/04/2023,,İstanbul,Beşiktaş,40,1970.0,0.5025380710659898
Taycan,4S Performance Plus,NC MOTORS 2021 BAYİ TAYCAN 4S PERFORMANCE PLUS SPORT DESING PKT,2021,130,Beyaz,5750000,01/04/2023,,Antalya,Muratpaşa,8,180.0,0.7222222222222222
Taycan,4S Performance Plus,MAM MOTORS 4S PERFORMANCE PLUS AKS+GECEGÖRÜŞ­+MATRİX+MASAJ,2020,150,Lacivert,6100000,01/04/2023,,İstanbul,Ümraniye,40,260.0,0.5769230769230769
Taycan,Turbo,HATASIZ 2020 PORSCHE TAYCAN TURBO 'SPORT DESIGN' MANUFAKTUR,2020,550,Siyah,5950000,01/04/2023,,İstanbul,Eyüpsultan,40,260.0,2.1153846153846154
Taycan,Taycan,"""OTOROLL"" 2021 PORSCHE TAYCAN SPORT DESİGN 476 Hp",2021,150,Gri,5900000,01/04/2023,,İstanbul,Bakırköy,40,180.0,0.8333333333333334
Panamera,Panamera 4,GARAJ'DAN HATASIZ DOĞUŞ ÇIKIŞLI 2018 PANAMERA4 3.0 340 HP,2018,410,Siyah,8100000,01/04/2023,,Ankara,Çankaya,7,490.0,0.8367346938775511
911,Carrera 4S,STATÜ MOTORSDAN PORSCHE 911 CARRERA 4S,2006,630,Siyah,3450000,31/03/2023,,Denizli,Merkezefendi,25,1210.0,0.5206611570247934
Taycan,Turbo,VOL MOTORS 2020 PORSCHE TAYCAN TURBO -ARKA AKS -22.000KM,2020,220,Siyah,5350000,31/03/2023,,İstanbul,Esenyurt,40,260.0,0.8461538461538461
Panamera,Panamera Diesel,2012 MODEL BAYİ ÇIKIŞLI 245 Km'de,2012,2450,Siyah,2700000,31/03/2023,,Diyarbakır,Kayapınar,26,1970.0,1.2436548223350254
Panamera,Panamera Diesel,SERVİS BAKIMLI,2012,2450,Siyah,3350000,31/03/2023,,Kocaeli,Gebze,52,1970.0,1.2436548223350254
Taycan,4S Performance Plus,FER MOTORS 2021 HATASIZ SPORT DESİGN+ARKA AKS+BURMAST­ER+SOĞUTMA,2021,260,Füme,5275000,31/03/2023,,İstanbul,Sarıyer,40,180.0,1.4444444444444444
Panamera,Panamera 4S,ENZ MOTORS PORSCHE PANAMERA 4S,2010,1940,Mavi,2480000,31/03/2023,,Bursa,Nilüfer,21,1420.0,1.3661971830985915
Cayman,Cayman,PORSCHE CAYMAN,2008,1050,Siyah,1785000,31/03/2023,,İstanbul,Bağcılar,40,1350.0,0.7777777777777778
911,Carrera S,YENİKÖY MOTORS İZMİR - 2012 PORSCHE 911 CARRERA S - CHRONO- BAYİ,2012,1260,Gri,5350000,31/03/2023,,İzmir,Bayraklı,41,1970.0,0.6395939086294417
911,Turbo S,SS MOTORS BAYİ 2021 911 TURBO S-ACC-LIFT-SPOR EGZOZ-BURMESTER,2021,13879,Gri,26500000,31/03/2023,,İstanbul,Şişli,40,180.0,77.10555555555555
Cayman,S,ULUCAR 2011 PORSCHE CAYMAN S PDK-KOLTUK ISITMA-CHRON­O-BOSE-BAYİ,2011,980,Füme,1950000,31/03/2023,,Ankara,Çankaya,7,1680.0,0.5833333333333334
911,Carrera 4S,SS MOTORS 2013 911 CARRERA 4S-SPOR EGZOZ-SOĞUTMA -CHRONO-BOSE,2013,54632,Siyah,5975000,31/03/2023,,İstanbul,Şişli,40,1685.0,32.422551928783385
911,Carrera 4S,2019 PORSCHE CARRERA 4S HATASIZ BOYASIZ GARANTİ KAPSAMINDA,2019,270,Siyah,11400000,31/03/2023,,İstanbul,Beşiktaş,40,320.0,0.84375
Cayman,S,DECIDER'DAN 2006 PORSCHE CAYMAN S,2006,520,Gri,1775000,31/03/2023,,İstanbul,Sarıyer,40,1210.0,0.4297520661157025
Taycan,4S Performance Plus,10.500 KMDE 2021 PORSCHE TAYCAN 4S PERFORMANS PLUS BAYİ BOYASIZ,2021,105,Gri,5850000,31/03/2023,,Bursa,Osmangazi,21,180.0,0.5833333333333334
Panamera,Panamera Diesel,SAHIBINDEN HATASIZ TRAMERSIZ VERGI BARISLI EN DOLUSU,2014,1710,Beyaz,4521000,31/03/2023,,İstanbul,Bakırköy,40,1420.0,1.204225352112676
Taycan,4S Performance Plus,ERFA PREMIUM 2020 TAYCAN 4S PERFORMANCE PLUS YOLCU EKRAN,2020,96,Beyaz,4490000,31/03/2023,,İstanbul,Ataşehir,40,260.0,0.36923076923076925
Panamera,Panamera Diesel,SAHİBİNDEN PORCHE PANAMERA DİESEL BAYİ ÇIKIŞLI,2012,2450,Siyah,2310000,31/03/2023,,İstanbul,Ümraniye,40,1970.0,1.2436548223350254
911,Carrera 4S,SS MOTORS 2014 CARRERA 4S CABRIO-SPOR EGZOZ-CHRON­O-BOSE-PDCC,2014,40946,Siyah,7875000,31/03/2023,,İstanbul,Şişli,40,1420.0,28.835211267605633
Cayman,S,SS MOTORS BAYİ 2006 PORSCHE CAYMAN S-BOSE-SPOR EGZOZ,2006,145279,Gri,1375000,31/03/2023,,İstanbul,Şişli,40,1210.0,120.06528925619834
Panamera,Panamera 4 E-Hybrid,AYAR AUTO 2023 PANAMERA 4E-HYBRID 462HP SOĞUTMA AIR BOSE CHRONO,2022,601,Gri,13750000,31/03/2023,,İstanbul,Bakırköy,40,1001.0,0.6003996003996004
Taycan,4S,STELLA MOTORS 2020 PORSCHE TAYCAN 4S 530 HP,2020,300,Siyah,5250000,31/03/2023,,İstanbul,Beykoz,40,260.0,1.1538461538461537
Taycan,Turbo,"LIMITED CARS---PORCHE TAYCAN TURBO /İÇ KIRMIZI/ 21""/HATASIZ",2020,98,Siyah,6220000,31/03/2023,,Antalya,Muratpaşa,8,260.0,0.3769230769230769
Panamera,Panamera Diesel,"SAHİBİNDEN DOĞUŞ BAYİ ÇIKIŞLI ve BAKIMLI, TERTEMİZ, DÜŞÜK KM",2013,900,Siyah,4150000,31/03/2023,,Ankara,Çankaya,7,1685.0,0.5341246290801187
Panamera,Panamera Diesel,"2012 PORSCHE PANAMERA DİZEL BAYİ CARBON BOSE GTS EDİTİON 21""",2012,1970,Beyaz,2615000,31/03/2023,,Bursa,Karacabey,21,1970.0,1.0
911,Carrera 4S,SS MOTORS BAYİ 2021 PORSCHE 911 CARRERA 4S-CHRONO-K .NOKTA-BOSE,2021,6204,Sarı,15750000,31/03/2023,,İstanbul,Şişli,40,180.0,34.46666666666667
Panamera,Panamera 4S,PANAMERA 4S FACELİFT PDK SOĞUTMA BOSE 2013 BAYİ ÇIKIŞLI,2012,1510,Beyaz,3650000,31/03/2023,,İstanbul,Beylikdüzü,40,1970.0,0.766497461928934
Taycan,Turbo,AB MOTOR'S TAYCAN TURBO SİYAH İÇİ KIRMIZI,2020,390,Siyah,4825000,31/03/2023,,İstanbul,Kadıköy,40,260.0,1.5
Taycan,4S Performance Plus,Porsche taycan 4s pp+ paket,2021,42,Gri,5750000,31/03/2023,,İstanbul,Sarıyer,40,180.0,0.23333333333333334
Taycan,Turbo S,POYRAZDAN 2020 PORSCHE TAYCAN TURBO S-BAYİ ÇIKIŞLI,2020,160,Füme,8500000,31/03/2023,,Antalya,Kepez,8,260.0,0.6153846153846154
Taycan,4S,HATASIZ DEĞİŞENSİZ 2020 PORSCHE TAYCAN 4S,2020,320,Siyah,4550000,31/03/2023,,İstanbul,Üsküdar,40,260.0,1.2307692307692308
911,Carrera 4S,MEHCAR-CARRERA 4S PDK TECHART -SPOR EGSOZ-SOGUTMA-VERGİ BARİSLİ,2012,1070,Beyaz,5625000,31/03/2023,,İstanbul,Küçükçekmece,40,1970.0,0.5431472081218274
Taycan,Turbo S,AWCI MOTORS 2020 PORSCHE TAYCAN TURBO S SERAMİK KARBON FREN DIST,2020,6001,Siyah,8150000,31/03/2023,,İstanbul,Bakırköy,40,260.0,23.08076923076923
Panamera,Panamera Diesel,İLKAY ATAR MNG 2013 Model Porsche Panamera Diesel Platinum Edt.,2013,2670,Beyaz,2799000,31/03/2023,,İzmir,Balçova,41,1685.0,1.5845697329376855
Cayman,Cayman,2014 Porsche Cayman 2.7 PDK - 40.000km - SOUL Egzoz - Alcantara,2014,400,Siyah,3600000,31/03/2023,,İstanbul,Sancaktepe,40,1420.0,0.28169014084507044
Cayman,S,'GALATA' 2012 PORSCHE CAYMAN S 987/2 HATASIZ BAYİİ...,2012,1550,Siyah,2750000,31/03/2023,,İstanbul,Beyoğlu,40,1970.0,0.7868020304568528
911,Turbo S,"ÇAĞATAY AUTO 2022 PORSCHE 911 TURBO-S CABRIO 650 HP/0-100 2,7 SN",2022,6001,Siyah,25750000,31/03/2023,,İstanbul,Avcılar,40,1001.0,5.995004995004995
Panamera,Panamera Diesel,HRN AUTO PORSCHE PANAMERA CHRONO PUSULA +VAKUM+CARBON DİREKSİYON,2013,1790,Beyaz,3650000,30/03/2023,,İstanbul,Silivri,40,1685.0,1.0623145400593472
911,Carrera S,Sahibinden 2006 Carrera S Kazasız Orjinal,2006,1264,Siyah,2875000,30/03/2023,,İstanbul,Başakşehir,40,1210.0,1.0446280991735537
Panamera,Panamera 4 - 10 Years Edition,EKCAR'DAN 2020 (%18KDV) PANAMERA 4 - 10 YEARS EDITION HATASIZ,2020,480,Siyah,7920000,30/03/2023,,İstanbul,Bağcılar,40,260.0,1.8461538461538463
Panamera,Panamera 4S,KARATEK OTOMATIVDEN PORSCHE PANAMERA 4S,2010,2000,Beyaz,3250000,30/03/2023,,Afyonkarahisar,Merkez,0,1420.0,1.408450704225352
Panamera,Panamera Diesel,SAHİBİNDEN MAKYAJLI KASA BAYİ BOSE VAKUM PUSULA 199.000 KM,2013,197199,Siyah,3250000,30/03/2023,,İstanbul,Güngören,40,1685.0,117.03204747774481
Panamera,Panamera Diesel,BOYASIZ 119 BİN KM PLATİNİUM EDİTİON AİR MARSHLA CARBON 4 SOĞTMA,2012,1190,Beyaz,3625000,30/03/2023,,Samsun,Atakum,67,1970.0,0.6040609137055838
Panamera,Panamera Diesel,BAYİ ÇIKIŞLI// 2014 MODEL//MAKYA­JLI//VAKUMLU KAPILAR//ARKA KLiMA,2014,1190,Beyaz,4350000,30/03/2023,,Antalya,Alanya,8,1420.0,0.8380281690140845
Panamera,Panamera Diesel,*** ESA MOTORS ***2015 BAYİ MAKYAJLI PANEMERA DİESEL-SOĞUTMA-VKM,2015,900,Siyah,4750000,30/03/2023,,İstanbul,Esenyurt,40,1280.0,0.703125
Taycan,4S Performance Plus,PALM AUTO 2020 TAYCAN 4S PERFORMANCE PLUS SPRT DESIGN AKS SGTMA,2020,140,Siyah,5750000,30/03/2023,,İstanbul,Bakırköy,40,260.0,0.5384615384615384
Taycan,Taycan,ART MOTORS 2021 PORSCHE TAYCAN HEADUP CHRONO SOĞUTMA BOSE ISITMA,2021,250,Beyaz,5325000,30/03/2023,,İstanbul,Kadıköy,40,180.0,1.3888888888888888
Cayman,Cayman,MS CAR'DAN 2012 PORSCHE CAYMAN S - TAKAS OLUR -,2012,1250,Siyah,2300000,30/03/2023,,İstanbul,Ataşehir,40,1970.0,0.6345177664974619
Panamera,Panamera Diesel,ASKAR OTOMOTİV'DEN 2015 PANAMERA DIESEL DOĞUŞ ÇIKIŞLI,2015,16285,Siyah,3890000,30/03/2023,,İstanbul,Bağcılar,40,1280.0,12.72265625
Panamera,Panamera 4,HATASIZ BOYASIZ !!,2011,1530,Beyaz,4000000,30/03/2023,,Antalya,Serik,8,1680.0,0.9107142857142857
Boxster,S,BAVARIA GARAGE 2000 41.832 km PORSCHE BOXSTER S TECHART,2000,41832,Siyah,2095000,30/03/2023,,İstanbul,Sarıyer,40,1990.0,21.02110552763819
Taycan,4 Cross Turismo,Carmona | Porsche Taycan 4 Cross Turismo Hatasız Tramersiz,2021,90,Siyah,5850000,30/03/2023,,İstanbul,Üsküdar,40,180.0,0.5
Taycan,4S Performance Plus,SAHİBİNDEN TAYCAN 4S PERFORMANS PLUS BAYİ,2021,400,Siyah,5460000,30/03/2023,,Ankara,Sincan,7,180.0,2.2222222222222223
Taycan,Turbo,"Doğuş Çıkışlı , Taycan Turbo 680 hp Siyah - Kırmızı",2020,1001,Siyah,7450000,30/03/2023,,İstanbul,Bakırköy,40,260.0,3.85
Taycan,4S Performance Plus,PORSCHE TAYCAN 4S PERFORMANCE PLUS-BOYASIZ-BOSE MUSİC-ISTMA,2020,250,Mavi,5225000,30/03/2023,,Ankara,Çankaya,7,260.0,0.9615384615384616
